nftype,speed,carga,heat,ch,wind,slope,fch,fp,fv,HROS,BROS,FROS
22,0.16272,3.249,4870,15,55,50,0.28950439437739456,2.505725,7.538124999999997,0.4731472431299743,0.0,5.621274149209942e-30
22,0.16272,3.249,4870,15,55,55,0.28950439437739456,2.6936562499999996,7.538124999999997,0.4820003375942952,0.0,5.726454242247343e-30
22,0.16272,3.249,4870,15,55,60,0.28950439437739456,2.8883799999999997,7.538124999999997,0.49117341420181426,0.0,5.835435915819949e-30
22,0.16272,3.249,4870,15,60,0,0.28950439437739456,1.0,5.987199999999998,0.32915410098694786,0.0,1.0624084808177757e-32
22,0.16272,3.249,4870,15,60,5,0.28950439437739456,1.12000625,5.987199999999998,0.33480737401928773,0.0,1.0806555122110576e-32
22,0.16272,3.249,4870,15,60,10,0.28950439437739456,1.246805,5.987199999999998,0.34078062919482566,0.0,1.0999353478186103e-32
22,0.16272,3.249,4870,15,60,15,0.28950439437739456,1.3803962499999998,5.987199999999998,0.3470738665135617,0.0,1.1202479876404341e-32
22,0.16272,3.249,4870,15,60,20,0.28950439437739456,1.52078,5.987199999999998,0.35368708597549586,0.0,1.141593431676529e-32
22,0.16272,3.249,4870,15,60,25,0.28950439437739456,1.66795625,5.987199999999998,0.36062028758062814,0.0,1.163971679926895e-32
22,0.16272,3.249,4870,15,60,30,0.28950439437739456,1.821925,5.987199999999998,0.3678734713289586,0.0,1.1873827323915322e-32
22,0.16272,3.249,4870,15,60,35,0.28950439437739456,1.9826862499999998,5.987199999999998,0.37544663722048705,0.0,1.2118265890704402e-32
22,0.16272,3.249,4870,15,60,40,0.28950439437739456,2.15024,5.987199999999998,0.38333978525521367,0.0,1.2373032499636194e-32
22,0.16272,3.249,4870,15,60,45,0.28950439437739456,2.32458625,5.987199999999998,0.39155291543313836,0.0,1.2638127150710695e-32
22,0.16272,3.249,4870,15,60,50,0.28950439437739456,2.505725,5.987199999999998,0.4000860277542613,0.0,1.2913549843927908e-32
